0,-0.653700,0.007658,-0.904474,0.472049,0.204044,-0.716463,0,-0.779767,-0.458536,-0.159347,0.132528,0.071770,0.558473,0,-0.973278,-0.125750,0.803614,0.811989,-0.026816,-0.322376,0,-0.938869,0.290645,-0.273412,0.377405,-0.132666,0.597591,0,0.479417,0.230967,-0.159584,0.258465,0.349756,-0.468001,0,0.657406,0.414247,-0.713120,-0.019066,0.458679,-0.429908,0,0.819547,-0.316274,-0.576689,0.128997,0.897988,0.636367,0,0.884135,-0.946949,0.010314,-0.473628,-0.932843,-0.453865,0,-0.716733,-0.225439,-0.531911,0.302289,0.137907,-0.078995,0,-0.716733,-0.225439,-0.231911,0.002289,-0.162093,0.221005,0,-0.956073,0.182448,0.365101,0.694697,-0.179741,0.037608,0,-1.256073,-0.217552,0.265101,0.594697,-0.379741,-0.162392,0,0.568412,0.422607,-0.436352,0.119700,0.404218,-0.348955,0,0.568412,0.022607,-0.736352,0.119700,0.704218,-0.748955,0,0.851841,-0.731611,-0.283187,-0.272316,-0.017428,0.191251,0,0.551841,-0.331611,-0.583187,-0.172316,0.282572,-0.208749,0
1,0.657406,0.414247,-0.713120,-0.019066,0.458679,-0.429908,0,0.479417,0.230967,-0.159584,0.258465,0.349756,-0.468001,0,-1.256073,-0.217552,0.265101,0.594697,-0.379741,-0.162392,0,-0.653700,0.007658,-0.904474,0.472049,0.204044,-0.716463,0,0.568412,0.022607,-0.736352,0.119700,0.704218,-0.748955,0,-0.973278,-0.125750,0.803614,0.811989,-0.026816,-0.322376,0,0.568412,0.422607,-0.436352,0.119700,0.404218,-0.348955,0,-0.716733,-0.225439,-0.531911,0.302289,0.137907,-0.078995,0,0.668412,0.322607,-0.436352,0.119700,0.404218,-0.448955,0,0.568412,0.622607,-0.736352,0.119700,0.404218,-0.148955,0,-0.854887,-0.004947,-0.319687,0.533373,-0.187848,-0.539428,0,-0.954887,-0.404947,-0.619687,0.833373,-0.087848,-0.739428,0,-0.202433,-0.151571,0.033631,0.365844,0.238701,-0.435665,0,-0.502433,-0.051571,0.333631,0.465844,0.338701,-0.535665,0,-0.174161,-0.001416,-0.384131,0.210994,0.171062,-0.113975,0,-0.374161,0.398584,-0.484131,0.210994,-0.028938,-0.213975,0
2,-0.374161,0.398584,-0.484131,0.210994,-0.028938,-0.213975,0,0.568412,0.422607,-0.436352,0.119700,0.404218,-0.348955,0,-0.854887,-0.004947,-0.319687,0.533373,-0.187848,-0.539428,0,-0.954887,-0.404947,-0.619687,0.833373,-0.087848,-0.739428,0,0.568412,0.022607,-0.736352,0.119700,0.704218,-0.748955,0,-0.653700,0.007658,-0.904474,0.472049,0.204044,-0.716463,0,-0.716733,-0.225439,-0.531911,0.302289,0.137907,-0.078995,0,0.568412,0.622607,-0.736352,0.119700,0.404218,-0.148955,0,0.097125,0.310595,-0.460242,0.165347,0.187640,-0.281465,0,0.097125,0.710595,-0.460242,0.165347,-0.112360,-0.281465,0,-0.904887,-0.204947,-0.369687,0.783373,-0.137848,-0.739428,0,-0.904887,-0.504947,-0.769687,0.983373,-0.137848,-0.639428,0,0.057356,0.015132,-0.720413,0.395874,0.454131,-0.832709,0,0.257356,0.315132,-1.120413,0.295874,0.454131,-0.732709,0,-0.074161,0.298584,-0.734131,0.210994,0.171062,-0.013975,0,-0.374161,0.498584,-0.634131,0.210994,0.271062,-0.413975,0
3,-0.854887,-0.004947,-0.319687,0.533373,-0.187848,-0.539428,0,0.568412,0.622607,-0.736352,0.119700,0.404218,-0.148955,0,0.257356,0.315132,-1.120413,0.295874,0.454131,-0.732709,0,-0.074161,0.298584,-0.734131,0.210994,0.171062,-0.013975,0,0.097125,0.710595,-0.460242,0.165347,-0.112360,-0.281465,0,-0.954887,-0.404947,-0.619687,0.833373,-0.087848,-0.739428,0,-0.904887,-0.204947,-0.369687,0.783373,-0.137848,-0.739428,0,-0.904887,-0.504947,-0.769687,0.983373,-0.137848,-0.639428,0,-0.143238,0.308830,-0.628019,0.426536,0.208185,-0.244191,0,0.156762,0.008830,-0.528019,0.326536,0.108185,-0.044191,0,-0.008403,0.206858,-1.027272,0.153434,0.312597,-0.473342,0,0.091597,0.006858,-0.627272,0.553434,0.012597,-0.373342,0,-0.528881,0.152824,-0.539964,0.599360,-0.200104,-0.410446,0,-0.128881,0.152824,-0.239964,0.199360,0.199896,-0.810446,0,-0.904887,-0.454947,-0.569687,0.783373,-0.137848,-0.789428,0,-0.904887,-0.654947,-0.569687,0.883373,-0.437848,-0.989428,0
4,-0.904887,-0.504947,-0.769687,0.983373,-0.137848,-0.639428,0,-0.904887,-0.454947,-0.569687,0.783373,-0.137848,-0.789428,0,0.091597,0.006858,-0.627272,0.553434,0.012597,-0.373342,0,0.257356,0.315132,-1.120413,0.295874,0.454131,-0.732709,0,-0.904887,-0.204947,-0.369687,0.783373,-0.137848,-0.739428,0,-0.528881,0.152824,-0.539964,0.599360,-0.200104,-0.410446,0,-0.904887,-0.654947,-0.569687,0.883373,-0.437848,-0.989428,0,-0.008403,0.206858,-1.027272,0.153434,0.312597,-0.473342,0,-0.904887,-0.479947,-0.769687,0.883373,-0.137848,-0.614428,0,-0.904887,-0.479947,-0.369687,1.183373,-0.137848,-0.414428,0,0.174477,0.060995,-0.773843,0.424654,0.133364,-0.553025,0,0.474477,0.460995,-0.573843,0.424654,0.533364,-0.853025,0,-0.816884,-0.026061,-0.454826,0.691367,-0.168976,-0.474937,0,-0.416884,-0.026061,-0.154826,0.691367,0.131024,-0.874937,0,-0.356645,-0.124045,-0.798480,0.418404,0.037374,-0.831385,0,-0.456645,-0.224045,-0.798480,0.218404,-0.062626,-1.031385,0
5,-0.528881,0.152824,-0.539964,0.599360,-0.200104,-0.410446,0,-0.904887,-0.479947,-0.769687,0.883373,-0.137848,-0.614428,0,-0.904887,-0.479947,-0.369687,1.183373,-0.137848,-0.414428,0,-0.816884,-0.026061,-0.454826,0.691367,-0.168976,-0.474937,0,-0.904887,-0.454947,-0.569687,0.783373,-0.137848,-0.789428,0,-0.904887,-0.504947,-0.769687,0.983373,-0.137848,-0.639428,0,-0.356645,-0.124045,-0.798480,0.418404,0.037374,-0.831385,0,-0.904887,-0.654947,-0.569687,0.883373,-0.437848,-0.989428,0,-0.816884,-0.163562,-0.554825,0.741367,-0.068976,-0.512437,0,-0.416884,0.136439,-0.654826,1.041367,0.131024,-0.212437,0,-0.960885,-0.253004,-0.412256,1.037370,-0.153412,-0.444682,0,-0.560885,0.046996,-0.412256,1.237370,0.146588,-0.144682,0,-0.804887,-0.379947,-0.769687,0.883373,-0.237848,-0.714428,0,-0.904887,-0.179947,-0.669687,0.883373,0.162152,-0.714428,0,-0.630766,-0.389496,-0.784083,0.750889,-0.100237,-1.010406,0,-0.330766,-0.689496,-0.384083,0.950889,0.099763,-0.910406,0
6,-0.330766,-0.689496,-0.384083,0.950889,0.099763,-0.910406,0,-0.804887,-0.379947,-0.769687,0.883373,-0.237848,-0.714428,0,-0.904887,-0.654947,-0.569687,0.883373,-0.437848,-0.989428,0,-0.816884,-0.163562,-0.554825,0.741367,-0.068976,-0.512437,0,-0.904887,-0.479947,-0.769687,0.883373,-0.137848,-0.614428,0,-0.904887,-0.479947,-0.369687,1.183373,-0.137848,-0.414428,0,-0.960885,-0.253004,-0.412256,1.037370,-0.153412,-0.444682,0,-0.904887,-0.504947,-0.769687,0.983373,-0.137848,-0.639428,0,-0.567826,-0.634722,-0.476885,0.917131,-0.069043,-0.812417,0,-0.267826,-0.234721,-0.276885,1.217131,-0.369043,-0.512417,0,-0.760885,-0.509254,-0.662256,0.712370,-0.353412,-0.650932,0,-1.160885,-0.409254,-0.562256,0.812370,-0.553412,-0.750932,0,-0.904887,-0.479947,-0.469687,0.933373,-0.137848,-0.514428,0,-0.604887,-0.479947,-0.569687,1.033373,-0.437848,-0.214428,0,-0.832886,-0.378976,-0.590971,1.010372,-0.145630,-0.442055,0,-0.932886,-0.378976,-0.890971,0.710372,-0.145630,-0.842055,0
7,-0.567826,-0.634722,-0.476885,0.917131,-0.069043,-0.812417,0,-0.904887,-0.654947,-0.569687,0.883373,-0.437848,-0.989428,0,-1.160885,-0.409254,-0.562256,0.812370,-0.553412,-0.750932,0,-0.904887,-0.479947,-0.769687,0.883373,-0.137848,-0.614428,0,-0.804887,-0.379947,-0.769687,0.883373,-0.237848,-0.714428,0,-0.604887,-0.479947,-0.569687,1.033373,-0.437848,-0.214428,0,-0.904887,-0.504947,-0.769687,0.983373,-0.137848,-0.639428,0,-0.932886,-0.378976,-0.890971,0.710372,-0.145630,-0.842055,0,-0.736356,-0.644834,-0.423286,0.800252,-0.153446,-0.800922,0,-0.436356,-0.944834,-0.223286,1.200252,-0.553446,-0.600922,0,-0.932886,-0.444601,-0.565971,0.747872,-0.445630,-0.782680,0,-1.032886,-0.444601,-0.965972,0.847872,-0.045630,-0.382680,0,-0.604887,-0.329947,-0.669687,0.958373,-0.337848,-0.364428,0,-0.704887,-0.129947,-0.369687,0.658373,-0.337848,-0.464428,0,-0.918886,-0.341961,-0.930329,0.846872,-0.141739,-0.640741,0,-0.618886,-0.141961,-0.530329,0.846872,-0.141739,-0.740741,0
8,-1.032886,-0.444601,-0.965972,0.847872,-0.045630,-0.382680,0,-1.160885,-0.409254,-0.562256,0.812370,-0.553412,-0.750932,0,-0.904887,-0.654947,-0.569687,0.883373,-0.437848,-0.989428,0,-0.604887,-0.329947,-0.669687,0.958373,-0.337848,-0.364428,0,-0.932886,-0.378976,-0.890971,0.710372,-0.145630,-0.842055,0,-0.918886,-0.341961,-0.930329,0.846872,-0.141739,-0.640741,0,-0.604887,-0.479947,-0.569687,1.033373,-0.437848,-0.214428,0,-0.904887,-0.504947,-0.769687,0.983373,-0.137848,-0.639428,0,-0.996885,-0.326928,-0.864114,0.930121,-0.399521,-0.666806,0,-0.796885,-0.426928,-0.764114,0.830121,-0.599521,-0.866806,0,-0.854887,-0.592447,-0.519687,0.820873,-0.287849,-0.676928,0,-1.054887,-0.492447,-0.919687,0.620873,-0.387848,-0.676928,0,-1.025886,-0.460469,-0.910650,0.778622,-0.243685,-0.741398,0,-1.225886,-0.660469,-0.610650,0.778622,-0.443685,-1.041398,0,-0.754887,-0.492447,-0.769687,1.008373,-0.387848,-0.426928,0,-1.054887,-0.492447,-0.669687,0.708373,0.012152,-0.726928,0
9,-1.025886,-0.460469,-0.910650,0.778622,-0.243685,-0.741398,0,-1.225886,-0.660469,-0.610650,0.778622,-0.443685,-1.041398,0,-0.904887,-0.504947,-0.769687,0.983373,-0.137848,-0.639428,0,-1.032886,-0.444601,-0.965972,0.847872,-0.045630,-0.382680,0,-0.754887,-0.492447,-0.769687,1.008373,-0.387848,-0.426928,0,-1.160885,-0.409254,-0.562256,0.812370,-0.553412,-0.750932,0,-0.996885,-0.326928,-0.864114,0.930121,-0.399521,-0.666806,0,-1.054887,-0.492447,-0.919687,0.620873,-0.387848,-0.676928,0,-1.025886,-0.560469,-0.860650,0.878622,-0.343685,-0.991398,0,-0.825886,-0.860469,-0.760650,0.778622,-0.043685,-1.191398,0,-0.968886,-0.374774,-0.867829,0.815622,-0.091739,-0.411054,0,-0.668886,-0.774774,-0.567829,1.215622,-0.091739,-0.511054,0,-0.957886,-0.350851,-0.565971,1.010372,-0.370630,-0.588930,0,-0.657886,-0.450851,-0.665972,0.910372,-0.470630,-0.588930,0,-1.025886,-0.509687,-0.891900,0.775497,-0.393685,-0.671867,0,-1.025886,-0.709687,-0.891900,0.775497,-0.393685,-0.671867,0
